user_id,date,time,service_type,auth_status,region,device
728327,2026-01-16 16:42:00,Biometric,Success,DL,POS,548,None
576921,2026-01-16 16:42:01,Biometric,Fail,DL,POS,272,NETWORK
247433,2026-01-16 16:42:01,OTP,Success,KA,POS,1351,BIO_FAIL
261404,2026-01-16 16:42:02,Biometric,Success,DL,POS,202,NETWORK
576883,2026-01-16 16:42:03,OTP,Success,KA,Mobile,1022,OTP_TIMEOUT
573433,2026-01-16 16:42:03,Biometric,Success,MH,Mobile,1343,NETWORK
854880,2026-01-16 16:42:04,Biometric,Fail,KA,POS,1366,NETWORK
777019,2026-01-16 16:42:05,Biometric,Success,KA,Mobile,576,NETWORK
706549,2026-01-16 16:42:05,OTP,Success,MH,Mobile,938,OTP_TIMEOUT
161358,2026-01-16 16:42:06,OTP,Fail,MH,Mobile,386,BIO_FAIL
952397,2026-01-16 16:42:07,OTP,Success,MH,POS,429,None
780641,2026-01-16 16:42:07,OTP,Success,MH,POS,822,BIO_FAIL
516122,2026-01-16 16:42:08,Biometric,Fail,KA,Mobile,455,None
877176,2026-01-16 16:42:09,OTP,Success,KA,Mobile,631,OTP_TIMEOUT
527461,2026-01-16 16:42:09,OTP,Success,MH,Mobile,885,BIO_FAIL
265482,2026-01-16 16:42:10,OTP,Success,DL,Mobile,1261,NETWORK
937294,2026-01-16 16:42:11,Biometric,Success,DL,Mobile,1016,OTP_TIMEOUT
169239,2026-01-16 16:42:11,Biometric,Fail,KA,Mobile,1244,NETWORK
783417,2026-01-16 16:42:12,Biometric,Success,KA,Mobile,770,BIO_FAIL
852062,2026-01-16 16:42:13,Biometric,Success,DL,POS,184,BIO_FAIL
252997,2026-01-16 16:42:13,Biometric,Success,DL,POS,832,None
363771,2026-01-16 16:42:14,Biometric,Fail,DL,POS,1242,OTP_TIMEOUT
601382,2026-01-16 16:42:15,Biometric,Success,MH,POS,968,None
615210,2026-01-16 16:42:15,OTP,Success,DL,Mobile,878,None
533530,2026-01-16 16:42:16,OTP,Success,KA,POS,474,None
494121,2026-01-16 16:42:17,Biometric,Success,MH,POS,249,None
616377,2026-01-16 16:42:17,OTP,Success,KA,Mobile,932,None
337230,2026-01-16 16:42:18,OTP,Success,KA,POS,311,None
241793,2026-01-16 16:42:19,Biometric,Success,KA,POS,733,BIO_FAIL
505745,2026-01-16 16:42:19,OTP,Success,DL,Mobile,638,OTP_TIMEOUT
855422,2026-01-16 16:42:20,OTP,Success,KA,POS,320,BIO_FAIL
522764,2026-01-16 16:42:21,OTP,Fail,KA,POS,592,NETWORK
576869,2026-01-16 16:42:21,Biometric,Success,DL,Mobile,447,None
261465,2026-01-16 16:42:22,OTP,Fail,MH,POS,593,None
658551,2026-01-16 16:42:23,OTP,Fail,KA,POS,774,OTP_TIMEOUT
634255,2026-01-16 16:42:23,Biometric,Success,MH,POS,156,OTP_TIMEOUT
491775,2026-01-16 16:42:24,Biometric,Success,DL,Mobile,675,OTP_TIMEOUT
843689,2026-01-16 16:42:25,Biometric,Success,DL,POS,966,BIO_FAIL
633478,2026-01-16 16:42:25,Biometric,Success,MH,Mobile,1152,OTP_TIMEOUT
307669,2026-01-16 16:42:26,Biometric,Success,MH,POS,353,BIO_FAIL
649831,2026-01-16 16:42:27,OTP,Success,MH,Mobile,456,BIO_FAIL
472606,2026-01-16 16:42:27,Biometric,Success,KA,POS,802,None
942792,2026-01-16 16:42:28,Biometric,Success,MH,Mobile,914,BIO_FAIL
721424,2026-01-16 16:42:29,OTP,Fail,MH,POS,257,None
679445,2026-01-16 16:42:29,OTP,Success,DL,Mobile,1148,NETWORK
433622,2026-01-16 16:42:30,OTP,Success,KA,Mobile,968,NETWORK
843449,2026-01-16 16:42:31,OTP,Success,MH,Mobile,1041,OTP_TIMEOUT
229393,2026-01-16 16:42:31,OTP,Success,DL,POS,458,None
446932,2026-01-16 16:42:32,Biometric,Success,KA,Mobile,701,BIO_FAIL
705628,2026-01-16 16:42:33,OTP,Success,DL,Mobile,1275,BIO_FAIL
287068,2026-01-16 16:42:33,Biometric,Fail,DL,POS,1291,BIO_FAIL
101383,2026-01-16 16:42:34,Biometric,Success,MH,Mobile,914,NETWORK
680626,2026-01-16 16:42:35,Biometric,Success,DL,POS,677,NETWORK
412521,2026-01-16 16:42:35,OTP,Success,KA,POS,1402,BIO_FAIL
403079,2026-01-16 16:42:36,OTP,Success,DL,Mobile,1223,OTP_TIMEOUT
441855,2026-01-16 16:42:37,OTP,Success,DL,POS,210,NETWORK
471177,2026-01-16 16:42:37,OTP,Success,MH,Mobile,1078,None
636471,2026-01-16 16:42:38,OTP,Fail,MH,Mobile,276,NETWORK
687433,2026-01-16 16:42:39,OTP,Success,MH,Mobile,100,NETWORK
360261,2026-01-16 16:42:39,Biometric,Success,DL,POS,1335,None
531781,2026-01-16 16:42:40,OTP,Fail,KA,Mobile,637,OTP_TIMEOUT
383644,2026-01-16 16:42:41,Biometric,Success,MH,Mobile,865,OTP_TIMEOUT
882368,2026-01-16 16:42:41,OTP,Fail,MH,Mobile,300,BIO_FAIL
442865,2026-01-16 16:42:43,OTP,Success,MH,POS,1073,None
648481,2026-01-16 16:42:43,OTP,Success,DL,Mobile,409,None
997687,2026-01-16 16:42:43,Biometric,Fail,KA,Mobile,1475,None
689920,2026-01-16 16:42:45,OTP,Success,MH,Mobile,1240,None
497504,2026-01-16 16:42:45,OTP,Fail,DL,POS,185,None
554581,2026-01-16 16:42:45,Biometric,Success,DL,POS,128,NETWORK
394744,2026-01-16 16:42:47,Biometric,Success,KA,Mobile,214,BIO_FAIL
336632,2026-01-16 16:42:47,OTP,Success,DL,POS,507,None
740851,2026-01-16 16:42:47,OTP,Success,KA,POS,893,None
872882,2026-01-16 16:42:49,Biometric,Success,MH,Mobile,1492,BIO_FAIL
514722,2026-01-16 16:42:49,Biometric,Success,KA,POS,133,OTP_TIMEOUT
932828,2026-01-16 16:42:49,Biometric,Success,MH,POS,953,None
618199,2026-01-16 16:42:51,Biometric,Success,MH,POS,677,BIO_FAIL
870959,2026-01-16 16:42:51,OTP,Success,MH,Mobile,412,BIO_FAIL
332725,2026-01-16 16:42:51,OTP,Success,MH,POS,489,NETWORK
321120,2026-01-16 16:42:53,OTP,Success,MH,POS,742,OTP_TIMEOUT
460101,2026-01-16 16:42:53,Biometric,Success,MH,POS,227,None
799523,2026-01-16 16:42:53,OTP,Success,KA,Mobile,1195,NETWORK
252724,2026-01-16 16:42:55,Biometric,Fail,KA,POS,618,OTP_TIMEOUT
426325,2026-01-16 16:42:55,Biometric,Success,MH,Mobile,763,BIO_FAIL
168383,2026-01-16 16:42:55,Biometric,Success,KA,Mobile,1153,OTP_TIMEOUT
248457,2026-01-16 16:42:57,Biometric,Success,MH,POS,491,None
740839,2026-01-16 16:42:57,OTP,Success,DL,Mobile,662,None
842056,2026-01-16 16:42:57,Biometric,Success,KA,POS,910,None
411860,2026-01-16 16:42:59,Biometric,Success,MH,Mobile,517,OTP_TIMEOUT
247072,2026-01-16 16:42:59,OTP,Success,MH,POS,634,BIO_FAIL
833750,2026-01-16 16:42:59,Biometric,Success,MH,Mobile,1070,None
566607,2026-01-16 16:42:59,OTP,Success,KA,POS,1128,BIO_FAIL
176594,2026-01-16 16:43:01,Biometric,Success,DL,POS,103,NETWORK
869650,2026-01-16 16:43:01,Biometric,Success,MH,POS,840,None
794487,2026-01-16 16:43:01,OTP,Success,KA,Mobile,682,OTP_TIMEOUT
346836,2026-01-16 16:43:01,Biometric,Success,DL,POS,1283,NETWORK
192824,2026-01-16 16:43:03,OTP,Success,MH,POS,932,NETWORK
372328,2026-01-16 16:43:03,Biometric,Success,MH,POS,1429,OTP_TIMEOUT
142969,2026-01-16 16:43:03,Biometric,Success,DL,POS,666,None
871091,2026-01-16 16:43:03,OTP,Success,KA,POS,1302,BIO_FAIL
282427,2026-01-16 16:43:05,OTP,Success,MH,POS,351,BIO_FAIL
344274,2026-01-16 16:43:05,Biometric,Fail,DL,POS,992,None
107247,2026-01-16 16:43:05,OTP,Success,KA,Mobile,250,NETWORK
390414,2026-01-16 16:43:05,OTP,Success,DL,POS,734,BIO_FAIL
227515,2026-01-16 16:43:07,Biometric,Fail,KA,Mobile,513,NETWORK
901573,2026-01-16 16:43:07,OTP,Success,MH,Mobile,1274,OTP_TIMEOUT
424144,2026-01-16 16:43:07,OTP,Success,DL,Mobile,572,BIO_FAIL
513160,2026-01-16 16:43:07,OTP,Fail,MH,Mobile,936,None
867072,2026-01-16 16:43:09,OTP,Success,MH,POS,291,OTP_TIMEOUT
125328,2026-01-16 16:43:09,OTP,Fail,MH,POS,1449,OTP_TIMEOUT
627373,2026-01-16 16:43:09,OTP,Fail,MH,POS,1489,BIO_FAIL
442203,2026-01-16 16:43:09,Biometric,Success,KA,Mobile,1141,BIO_FAIL
816684,2026-01-16 16:43:11,Biometric,Success,MH,POS,579,None
139867,2026-01-16 16:43:11,Biometric,Fail,DL,POS,490,OTP_TIMEOUT
891507,2026-01-16 16:43:11,Biometric,Fail,KA,POS,1186,None
407791,2026-01-16 16:43:11,OTP,Success,MH,Mobile,676,OTP_TIMEOUT
784145,2026-01-16 16:43:13,OTP,Success,DL,POS,144,BIO_FAIL
564014,2026-01-16 16:43:13,Biometric,Success,KA,POS,572,NETWORK
561396,2026-01-16 16:43:13,Biometric,Success,DL,POS,168,NETWORK
408466,2026-01-16 16:43:13,OTP,Success,DL,POS,352,NETWORK
917632,2026-01-16 16:43:15,OTP,Success,DL,POS,869,OTP_TIMEOUT
103828,2026-01-16 16:43:15,Biometric,Fail,KA,Mobile,539,None
314694,2026-01-16 16:43:15,Biometric,Success,DL,Mobile,1487,BIO_FAIL
871581,2026-01-16 16:43:15,OTP,Success,KA,Mobile,1479,BIO_FAIL
935081,2026-01-16 16:43:17,OTP,Success,MH,Mobile,1330,OTP_TIMEOUT
766766,2026-01-16 16:43:17,Biometric,Success,DL,Mobile,411,BIO_FAIL
932761,2026-01-16 16:43:17,Biometric,Success,KA,Mobile,480,None
826699,2026-01-16 16:43:17,OTP,Success,DL,Mobile,1102,None
273623,2026-01-16 16:43:19,OTP,Fail,DL,Mobile,1329,None
479407,2026-01-16 16:43:19,Biometric,Fail,MH,POS,500,None
273602,2026-01-16 16:43:19,Biometric,Success,MH,Mobile,917,NETWORK
856335,2026-01-16 16:43:19,Biometric,Success,MH,POS,1018,None
405928,2026-01-16 16:43:21,Biometric,Success,DL,POS,297,NETWORK
877715,2026-01-16 16:43:21,Biometric,Fail,DL,Mobile,655,None
514327,2026-01-16 16:43:21,Biometric,Success,MH,Mobile,1175,BIO_FAIL
575776,2026-01-16 16:43:21,Biometric,Success,KA,Mobile,230,NETWORK
432020,2026-01-16 16:43:23,OTP,Success,MH,POS,1304,OTP_TIMEOUT
727905,2026-01-16 16:43:23,Biometric,Success,DL,Mobile,232,BIO_FAIL
942909,2026-01-16 16:43:23,Biometric,Success,DL,Mobile,947,BIO_FAIL
752787,2026-01-16 16:43:23,OTP,Success,KA,Mobile,785,BIO_FAIL
651436,2026-01-16 16:43:25,OTP,Fail,MH,POS,472,NETWORK
945851,2026-01-16 16:43:25,Biometric,Success,KA,POS,587,None
142977,2026-01-16 16:43:25,Biometric,Success,MH,Mobile,213,None
797867,2026-01-16 16:43:25,OTP,Success,DL,Mobile,613,NETWORK
516968,2026-01-16 16:43:27,OTP,Success,DL,Mobile,1208,BIO_FAIL
139120,2026-01-16 16:43:27,OTP,Success,MH,POS,829,OTP_TIMEOUT
722410,2026-01-16 16:43:27,OTP,Success,MH,POS,1324,NETWORK
655676,2026-01-16 16:43:27,OTP,Success,MH,Mobile,815,BIO_FAIL
704014,2026-01-16 16:43:29,Biometric,Success,DL,POS,529,OTP_TIMEOUT
197869,2026-01-16 16:43:29,OTP,Success,KA,POS,911,None
144080,2026-01-16 16:43:29,Biometric,Fail,KA,Mobile,1109,NETWORK
438236,2026-01-16 16:43:29,OTP,Fail,MH,POS,364,NETWORK
862280,2026-01-16 16:43:31,Biometric,Success,KA,Mobile,237,BIO_FAIL
899802,2026-01-16 16:43:31,Biometric,Success,MH,Mobile,823,BIO_FAIL
844590,2026-01-16 16:43:31,OTP,Success,KA,Mobile,1385,NETWORK
380756,2026-01-16 16:43:31,Biometric,Success,KA,Mobile,423,BIO_FAIL
471377,2026-01-16 16:43:33,Biometric,Success,KA,POS,1377,BIO_FAIL
316822,2026-01-16 16:43:33,Biometric,Success,MH,Mobile,417,None
297962,2026-01-16 16:43:33,OTP,Success,DL,POS,1139,OTP_TIMEOUT
190366,2026-01-16 16:43:33,Biometric,Success,DL,POS,1239,None
990642,2026-01-16 16:43:35,OTP,Success,DL,POS,247,BIO_FAIL
454147,2026-01-16 16:43:35,OTP,Success,KA,Mobile,751,BIO_FAIL
854679,2026-01-16 16:43:35,Biometric,Success,MH,Mobile,1157,None
246846,2026-01-16 16:43:35,Biometric,Success,MH,Mobile,833,BIO_FAIL
133111,2026-01-16 16:43:37,Biometric,Fail,DL,POS,499,OTP_TIMEOUT
636298,2026-01-16 16:43:37,Biometric,Success,DL,POS,1171,OTP_TIMEOUT
807037,2026-01-16 16:43:37,Biometric,Success,KA,Mobile,1189,None
643056,2026-01-16 16:43:37,OTP,Success,MH,POS,265,NETWORK
448098,2026-01-16 16:43:39,OTP,Fail,KA,POS,1050,BIO_FAIL
426511,2026-01-16 16:43:39,Biometric,Success,KA,POS,434,NETWORK
994645,2026-01-16 16:43:39,OTP,Success,MH,Mobile,438,OTP_TIMEOUT
608685,2026-01-16 16:43:39,Biometric,Success,DL,POS,368,OTP_TIMEOUT
478701,2026-01-16 16:43:41,OTP,Success,KA,POS,1203,NETWORK
197539,2026-01-16 16:43:41,OTP,Success,MH,POS,461,NETWORK
823026,2026-01-16 16:43:41,Biometric,Success,KA,Mobile,690,BIO_FAIL
830955,2026-01-16 16:43:41,OTP,Fail,KA,POS,909,None
306329,2026-01-16 16:43:43,Biometric,Success,DL,Mobile,150,BIO_FAIL
508363,2026-01-16 16:43:43,Biometric,Success,KA,Mobile,725,OTP_TIMEOUT
636077,2026-01-16 16:43:43,Biometric,Success,MH,POS,1159,NETWORK
107123,2026-01-16 16:43:43,OTP,Success,KA,POS,590,None
171622,2026-01-16 16:43:45,Biometric,Fail,DL,Mobile,462,None
941434,2026-01-16 16:43:45,OTP,Success,KA,POS,810,NETWORK
232005,2026-01-16 16:43:45,Biometric,Success,MH,POS,509,BIO_FAIL
166262,2026-01-16 16:43:45,OTP,Success,MH,POS,1309,NETWORK
357547,2026-01-16 16:43:47,OTP,Fail,KA,POS,728,OTP_TIMEOUT
859139,2026-01-16 16:43:47,Biometric,Success,MH,POS,294,None
390186,2026-01-16 16:43:47,Biometric,Success,KA,Mobile,142,NETWORK
186631,2026-01-16 16:43:47,OTP,Success,DL,Mobile,183,BIO_FAIL
194159,2026-01-16 16:43:49,Biometric,Success,MH,Mobile,784,BIO_FAIL
997485,2026-01-16 16:43:49,OTP,Success,DL,POS,1473,NETWORK
424052,2026-01-16 16:43:49,Biometric,Success,KA,Mobile,1389,OTP_TIMEOUT
291392,2026-01-16 16:43:49,Biometric,Success,MH,Mobile,1201,BIO_FAIL
365599,2026-01-16 16:43:51,OTP,Success,KA,POS,832,OTP_TIMEOUT
929080,2026-01-16 16:43:51,Biometric,Success,KA,Mobile,885,OTP_TIMEOUT
310382,2026-01-16 16:43:51,Biometric,Fail,DL,Mobile,151,None
444360,2026-01-16 16:43:51,OTP,Success,MH,Mobile,397,None
466973,2026-01-16 16:43:53,Biometric,Success,KA,POS,1182,BIO_FAIL
333069,2026-01-16 16:43:53,OTP,Fail,MH,Mobile,1409,BIO_FAIL
615880,2026-01-16 16:43:53,Biometric,Success,KA,POS,222,NETWORK
239938,2026-01-16 16:43:53,OTP,Success,DL,Mobile,1047,None
443445,2026-01-16 16:43:55,OTP,Success,DL,Mobile,756,None
448016,2026-01-16 16:43:55,Biometric,Success,MH,Mobile,825,BIO_FAIL
332862,2026-01-16 16:43:55,Biometric,Success,MH,Mobile,109,OTP_TIMEOUT
637180,2026-01-16 16:43:55,OTP,Fail,MH,POS,205,NETWORK
347483,2026-01-16 16:43:57,OTP,Success,KA,POS,1332,NETWORK
685132,2026-01-16 16:43:57,OTP,Success,KA,POS,598,None
274457,2026-01-16 16:43:57,OTP,Success,MH,Mobile,878,BIO_FAIL
700206,2026-01-16 16:43:57,OTP,Fail,MH,POS,393,NETWORK
784625,2026-01-16 16:43:59,Biometric,Success,MH,Mobile,1061,None
809813,2026-01-16 16:43:59,Biometric,Success,MH,POS,501,OTP_TIMEOUT
352806,2026-01-16 16:43:59,OTP,Success,KA,POS,1352,NETWORK
802668,2026-01-16 16:43:59,OTP,Success,KA,POS,1239,None
826371,2026-01-16 16:44:01,Biometric,Fail,KA,Mobile,1337,NETWORK
293869,2026-01-16 16:44:01,OTP,Success,MH,Mobile,1488,BIO_FAIL
905977,2026-01-16 16:44:01,Biometric,Success,DL,Mobile,702,None
230644,2026-01-16 16:44:01,Biometric,Success,KA,Mobile,211,OTP_TIMEOUT
807351,2026-01-16 16:44:03,OTP,Success,MH,POS,902,OTP_TIMEOUT
125142,2026-01-16 16:44:03,Biometric,Success,DL,Mobile,1182,OTP_TIMEOUT
467714,2026-01-16 16:44:03,OTP,Fail,DL,Mobile,335,OTP_TIMEOUT
420061,2026-01-16 16:44:03,OTP,Success,DL,POS,1231,None
501182,2026-01-16 16:44:05,Biometric,Success,KA,Mobile,1070,OTP_TIMEOUT
400444,2026-01-16 16:44:05,Biometric,Success,DL,POS,286,NETWORK
746259,2026-01-16 16:44:05,Biometric,Success,KA,Mobile,498,BIO_FAIL
465772,2026-01-16 16:44:05,Biometric,Success,KA,POS,715,BIO_FAIL
263968,2026-01-16 16:44:07,OTP,Success,MH,Mobile,332,OTP_TIMEOUT
105681,2026-01-16 16:44:07,Biometric,Success,KA,POS,302,OTP_TIMEOUT
889920,2026-01-16 16:44:07,OTP,Success,DL,POS,1378,BIO_FAIL
148660,2026-01-16 16:44:07,OTP,Success,DL,POS,643,NETWORK
318037,2026-01-16 16:44:09,OTP,Fail,MH,Mobile,1215,BIO_FAIL
653466,2026-01-16 16:44:09,OTP,Fail,KA,Mobile,415,None
559837,2026-01-16 16:44:09,OTP,Success,DL,Mobile,634,BIO_FAIL
215820,2026-01-16 16:44:09,Biometric,Success,MH,POS,960,OTP_TIMEOUT
183464,2026-01-16 16:44:11,Biometric,Success,MH,Mobile,151,NETWORK
529276,2026-01-16 16:44:11,Biometric,Success,MH,Mobile,669,NETWORK
405671,2026-01-16 16:44:11,Biometric,Success,MH,POS,1455,NETWORK
541074,2026-01-16 16:44:11,Biometric,Success,MH,POS,741,BIO_FAIL
292444,2026-01-16 16:44:13,Biometric,Success,DL,POS,933,NETWORK
386435,2026-01-16 16:44:13,OTP,Success,MH,POS,769,BIO_FAIL
245624,2026-01-16 16:44:13,OTP,Success,DL,Mobile,972,BIO_FAIL
781750,2026-01-16 16:44:13,Biometric,Fail,DL,POS,806,BIO_FAIL
744582,2026-01-16 16:44:15,OTP,Success,DL,Mobile,883,BIO_FAIL
945967,2026-01-16 16:44:15,OTP,Success,KA,Mobile,1369,BIO_FAIL
522129,2026-01-16 16:44:15,OTP,Success,MH,POS,773,NETWORK
483974,2026-01-16 16:44:15,Biometric,Success,MH,Mobile,985,NETWORK
440035,2026-01-16 16:44:17,Biometric,Success,KA,Mobile,549,OTP_TIMEOUT
823641,2026-01-16 16:44:17,OTP,Success,DL,Mobile,710,OTP_TIMEOUT
495333,2026-01-16 16:44:17,OTP,Success,KA,Mobile,860,BIO_FAIL
262236,2026-01-16 16:44:17,Biometric,Fail,DL,POS,1332,OTP_TIMEOUT
487600,2026-01-16 16:44:19,Biometric,Fail,DL,Mobile,657,OTP_TIMEOUT
587453,2026-01-16 16:44:19,OTP,Success,KA,Mobile,1330,OTP_TIMEOUT
482680,2026-01-16 16:44:19,OTP,Success,KA,Mobile,755,None
173610,2026-01-16 16:44:19,Biometric,Success,KA,Mobile,1111,None
835635,2026-01-16 16:44:21,Biometric,Success,MH,POS,1461,BIO_FAIL
176884,2026-01-16 16:44:21,OTP,Fail,DL,Mobile,1316,None
518141,2026-01-16 16:44:21,OTP,Success,DL,Mobile,1105,None
322201,2026-01-16 16:44:21,Biometric,Fail,KA,Mobile,1013,NETWORK
670913,2026-01-16 16:44:23,OTP,Fail,MH,Mobile,393,None
124293,2026-01-16 16:44:23,OTP,Success,DL,POS,665,OTP_TIMEOUT
210456,2026-01-16 16:44:23,Biometric,Success,KA,Mobile,415,BIO_FAIL
380170,2026-01-16 16:44:23,OTP,Success,KA,Mobile,1260,NETWORK
159664,2026-01-16 16:44:25,OTP,Success,MH,Mobile,757,NETWORK
150940,2026-01-16 16:44:25,OTP,Success,KA,Mobile,1320,None
413804,2026-01-16 16:44:25,OTP,Success,KA,Mobile,1248,BIO_FAIL
852762,2026-01-16 16:44:25,OTP,Success,KA,Mobile,1496,OTP_TIMEOUT
506059,2026-01-16 16:44:27,Biometric,Success,DL,POS,385,OTP_TIMEOUT
354868,2026-01-16 16:44:27,OTP,Success,DL,Mobile,803,None
153686,2026-01-16 16:44:27,Biometric,Success,KA,Mobile,718,OTP_TIMEOUT
940557,2026-01-16 16:44:27,OTP,Success,KA,POS,288,BIO_FAIL
206525,2026-01-16 16:44:29,Biometric,Success,KA,Mobile,738,BIO_FAIL
481667,2026-01-16 16:44:29,OTP,Success,MH,POS,1233,BIO_FAIL
214086,2026-01-16 16:44:29,Biometric,Success,MH,Mobile,1201,NETWORK
612875,2026-01-16 16:44:29,OTP,Success,KA,Mobile,239,NETWORK
925190,2026-01-16 16:44:31,Biometric,Success,MH,Mobile,743,OTP_TIMEOUT
310742,2026-01-16 16:44:31,OTP,Success,MH,POS,465,NETWORK
534506,2026-01-16 16:44:31,OTP,Success,DL,POS,967,OTP_TIMEOUT
579395,2026-01-16 16:44:31,OTP,Success,KA,Mobile,311,OTP_TIMEOUT
429201,2026-01-16 16:44:33,Biometric,Success,MH,Mobile,658,BIO_FAIL
369351,2026-01-16 16:44:33,OTP,Success,KA,Mobile,1035,BIO_FAIL
954467,2026-01-16 16:44:33,OTP,Success,DL,Mobile,393,OTP_TIMEOUT
269728,2026-01-16 16:44:33,Biometric,Success,DL,Mobile,1236,NETWORK
786967,2026-01-16 16:44:35,OTP,Success,KA,POS,895,None
478053,2026-01-16 16:44:35,Biometric,Fail,DL,POS,1034,None
853011,2026-01-16 16:44:35,OTP,Success,KA,Mobile,202,None
800881,2026-01-16 16:44:35,OTP,Fail,KA,Mobile,1469,BIO_FAIL
105797,2026-01-16 16:44:37,Biometric,Success,MH,Mobile,291,None
173606,2026-01-16 16:44:37,OTP,Success,DL,Mobile,622,OTP_TIMEOUT
819533,2026-01-16 16:44:37,Biometric,Fail,KA,POS,319,NETWORK
144460,2026-01-16 16:44:37,OTP,Success,DL,POS,1231,NETWORK
212108,2026-01-16 16:44:39,Biometric,Success,MH,Mobile,1499,BIO_FAIL
619971,2026-01-16 16:44:39,Biometric,Success,DL,Mobile,213,BIO_FAIL
945390,2026-01-16 16:44:39,Biometric,Success,KA,Mobile,990,NETWORK
634188,2026-01-16 16:44:39,OTP,Success,MH,Mobile,633,None
428362,2026-01-16 16:44:41,OTP,Success,KA,Mobile,1337,OTP_TIMEOUT
233758,2026-01-16 16:44:41,Biometric,Success,KA,POS,1491,BIO_FAIL
137882,2026-01-16 16:44:41,Biometric,Success,DL,POS,1434,BIO_FAIL
123547,2026-01-16 16:44:41,Biometric,Success,DL,POS,737,NETWORK
862170,2026-01-16 16:44:43,OTP,Success,MH,Mobile,1118,NETWORK
696415,2026-01-16 16:44:43,Biometric,Success,KA,Mobile,574,NETWORK
789252,2026-01-16 16:44:43,Biometric,Success,DL,Mobile,1071,None
920266,2026-01-16 16:44:43,Biometric,Success,KA,Mobile,429,BIO_FAIL
550391,2026-01-16 16:44:45,OTP,Success,KA,Mobile,1238,OTP_TIMEOUT
452096,2026-01-16 16:44:45,OTP,Success,MH,Mobile,570,BIO_FAIL
640844,2026-01-16 16:44:45,Biometric,Success,MH,POS,924,BIO_FAIL
522777,2026-01-16 16:44:45,OTP,Success,MH,Mobile,419,OTP_TIMEOUT
665987,2026-01-16 16:44:47,OTP,Success,KA,POS,734,BIO_FAIL
747726,2026-01-16 16:44:47,OTP,Success,KA,POS,1187,NETWORK
156605,2026-01-16 16:44:47,OTP,Success,KA,POS,875,None
303053,2026-01-16 16:44:47,OTP,Success,KA,Mobile,1315,None
388176,2026-01-16 16:44:49,OTP,Success,DL,Mobile,576,NETWORK
653141,2026-01-16 16:44:49,OTP,Success,DL,POS,615,OTP_TIMEOUT
942840,2026-01-16 16:44:49,Biometric,Success,DL,POS,1195,BIO_FAIL
875364,2026-01-16 16:44:49,Biometric,Success,MH,POS,313,NETWORK
771567,2026-01-16 16:44:51,Biometric,Success,DL,POS,1307,OTP_TIMEOUT
869781,2026-01-16 16:44:51,OTP,Success,MH,POS,734,NETWORK
767185,2026-01-16 16:44:51,OTP,Fail,DL,Mobile,1213,None
680034,2026-01-16 16:44:51,OTP,Success,MH,Mobile,278,NETWORK
143075,2026-01-16 16:44:53,Biometric,Success,MH,Mobile,794,None
453094,2026-01-16 16:44:53,Biometric,Success,MH,Mobile,659,None
136866,2026-01-16 16:44:53,Biometric,Success,DL,Mobile,1142,BIO_FAIL
169429,2026-01-16 16:44:53,Biometric,Success,KA,Mobile,548,OTP_TIMEOUT
643482,2026-01-16 16:44:55,Biometric,Success,KA,POS,188,NETWORK
108036,2026-01-16 16:44:55,Biometric,Success,DL,Mobile,779,NETWORK
905060,2026-01-16 16:44:55,Biometric,Fail,MH,Mobile,881,NETWORK
155649,2026-01-16 16:44:55,OTP,Fail,DL,Mobile,794,OTP_TIMEOUT
111182,2026-01-16 16:44:57,Biometric,Success,DL,POS,1481,OTP_TIMEOUT
418812,2026-01-16 16:44:57,OTP,Fail,DL,POS,641,None
446354,2026-01-16 16:44:57,Biometric,Success,KA,Mobile,888,NETWORK
119869,2026-01-16 16:44:57,OTP,Success,KA,POS,409,BIO_FAIL
317521,2026-01-16 16:44:59,Biometric,Fail,MH,Mobile,1348,NETWORK
852943,2026-01-16 16:44:59,Biometric,Success,KA,POS,318,None
806055,2026-01-16 16:44:59,Biometric,Success,KA,Mobile,606,NETWORK
877554,2026-01-16 16:44:59,Biometric,Success,KA,Mobile,612,BIO_FAIL
920873,2026-01-16 16:45:01,Biometric,Success,MH,Mobile,250,None
471514,2026-01-16 16:45:01,OTP,Success,KA,POS,824,None
438837,2026-01-16 16:45:01,Biometric,Success,KA,Mobile,1082,None
272526,2026-01-16 16:45:01,OTP,Fail,DL,Mobile,251,None
543054,2026-01-16 16:45:03,OTP,Success,MH,Mobile,1314,NETWORK
998840,2026-01-16 16:45:03,OTP,Success,DL,POS,1398,None
591984,2026-01-16 16:45:03,OTP,Success,KA,POS,1412,BIO_FAIL
876179,2026-01-16 16:45:03,Biometric,Success,MH,POS,1493,NETWORK
337813,2026-01-16 16:45:05,Biometric,Success,KA,Mobile,1116,BIO_FAIL
382806,2026-01-16 16:45:05,Biometric,Success,DL,POS,422,NETWORK
774437,2026-01-16 16:45:05,OTP,Success,DL,Mobile,1341,None
433358,2026-01-16 16:45:05,OTP,Success,MH,POS,252,None
261827,2026-01-16 16:45:07,Biometric,Success,MH,POS,345,None
818182,2026-01-16 16:45:07,OTP,Success,KA,Mobile,287,None
792959,2026-01-16 16:45:07,Biometric,Success,DL,Mobile,360,OTP_TIMEOUT
162821,2026-01-16 16:45:07,Biometric,Success,MH,POS,1152,None
912698,2026-01-16 16:45:09,OTP,Success,DL,POS,714,OTP_TIMEOUT
